fecha,hora,ticket_id,sucursal,producto,cantidad,precio_unitario,vendedor,metodo_pago
2025-12-17,17:30,TF-17992,Sucursal Centro,Webcam HD,2,2448,Maria G,Efectivo
2025-12-16,20:22,TF-72873,Sucursal Este,Auriculares Sony,3,8431,,Tarjeta
2025-12-04,13:03,TF-71824,Sucursal Sur,"Monitor LG 24""",1,1840,Juan P,Tarjeta
2025-12-22,15:22,TF-32768,Sucursal Norte,"Monitor LG 24""",3,5410,Juan P,tarjeta
2025-12-22,18:09,TF-83807,Sucursal Norte,Disco Duro 1TB,3,5263,,Tarjeta
2025-12-04,17:30,TF-10089,Sucursal Sur,"Monitor LG 24""",1,5782,Carlos L,Efectivo
2025-12-04,11:37,TF-28566,Sucursal Centro,Auriculares Sony,1,6320,Carlos L,tarjeta
2025-12-14,11:10,TF-67261,Sucursal Este,Auriculares Sony,1,11786,Carlos L,Tarjeta
25-12-2025,18:52,TF-32983,Sucursal Este,Webcam HD,3,11480,,EFECTIVO
2025-12-31,18:02,TF-33865,Sucursal Sur,"Monitor LG 24""",3,9465,Juan P,Tarjeta
2025-12-15,14:10,TF-93386,Sucursal Centro,Auriculares Sony,2,386,Carlos L,Efectivo
2025-12-27,09:03,TF-60585,Sucursal Este,Tablet Samsung,1,14692,Ana M,Efectivo
2025-12-30,16:50,TF-85766,Sucursal Norte,Teclado Mecánico,2,1407,Carlos L,Efectivo
2025-12-06,14:10,TF-59212,Sucursal Norte,Mouse Logitech,3,14914,Ana M,Efectivo
2025-12-17,19:10,TF-89602,Sucursal Este,Teclado Mecánico,1,1859,,tarjeta
2025-12-25,13:19,TF-41135,Sucursal Centro,Laptop HP,2,9567,Juan P,EFECTIVO
2025-12-06,13:52,TF-96772,Sucursal Este,"Monitor LG 24""",1,621,Ana M,Efectivo
2025-12-13,15:30,TF-74106,Sucursal Sur,Mouse Logitech,3,9114,Maria G,EFECTIVO
2025-12-05,13:28,TF-70956,Sucursal Sur,"Monitor LG 24""",2,9444,Juan P,tarjeta
2025-12-29,17:26,TF-87296,Sucursal Norte,Laptop HP,2,13608,Ana M,Tarjeta
2025-12-19,13:05,TF-61747,Sucursal Centro,Teclado Mecánico,1,12605,Maria G,Tarjeta
2025-12-08,09:27,TF-20271,Sucursal Este,"Monitor LG 24""",3,2622,Juan P,Efectivo
2025-12-16,17:25,TF-82358,Sucursal Sur,Webcam HD,3,"$7,706",,EFECTIVO
2025-12-07,15:09,TF-29424,Sucursal Centro,Mouse Logitech,3,12972,Carlos L,EFECTIVO
2025-12-12,15:41,TF-73646,Sucursal Este,Laptop HP,1,4712,Ana M,Efectivo
2025-12-16,14:44,TF-41139,Sucursal Centro,Disco Duro 1TB,2,14896,Carlos L,tarjeta
2025-12-30,16:54,TF-99764,Sucursal Centro,"Monitor LG 24""",1,5123,Carlos L,EFECTIVO
2025-12-23,19:05,TF-34633,Sucursal Este,"Monitor LG 24""",2,12339,Juan P,Tarjeta
2025-12-06,13:45,TF-76426,Sucursal Este,Teclado Mecánico,3,14606,Maria G,Efectivo
2025-12-11,09:29,TF-16626,Sucursal Sur,"Monitor LG 24""",2,6235,Juan P,Efectivo
2025-12-11,14:31,TF-87862,Sucursal Este,Teclado Mecánico,2,9815,Carlos L,Efectivo
2025-12-13,09:24,TF-16507,Sucursal Norte,"Monitor LG 24""",1,10806,,Efectivo
2025-12-31,19:00,TF-10032,Sucursal Norte,Teclado Mecánico,3,13321,Carlos L,EFECTIVO
2026-01-01,15:54,TF-55706,Sucursal Este,Webcam HD,1,7846,,Efectivo
2025-12-04,17:42,TF-59051,Sucursal Sur,Webcam HD,3,1971,Carlos L,tarjeta
2025-12-12,19:45,TF-95389,Sucursal Sur,"Monitor LG 24""",1,8675,,EFECTIVO
2025-12-25,14:43,TF-28340,Sucursal Centro,Disco Duro 1TB,2,4450,,Tarjeta
2025-12-14,20:45,TF-39145,Sucursal Este,Auriculares Sony,3,5118,Maria G,tarjeta
2025-12-07,16:08,TF-43902,Sucursal Norte,Auriculares Sony,3,1663,Ana M,tarjeta
2025-12-15,13:37,TF-48541,Sucursal Este,Mouse Logitech,2,1079,Juan P,EFECTIVO
2026-01-01,12:32,TF-25704,Sucursal Este,Webcam HD,2,1085,Carlos L,EFECTIVO
2025-12-22,16:09,TF-51469,Sucursal Norte,Mouse Logitech,2,5649,Juan P,EFECTIVO
2025-12-12,12:48,TF-32099,Sucursal Norte,Disco Duro 1TB,1,2320,Ana M,EFECTIVO
2025-12-04,09:34,TF-36137,Sucursal Sur,Laptop HP,2,12600,Maria G,Tarjeta
2025-12-26,14:19,TF-26899,Sucursal Centro,Tablet Samsung,3,9844,Carlos L,EFECTIVO
2025-12-27,17:38,TF-78697,Sucursal Sur,Tablet Samsung,3,2392,Maria G,Tarjeta
2026-01-02,15:01,TF-10064,Sucursal Norte,Teclado Mecánico,1,12227,Juan P,EFECTIVO
2026-01-01,19:16,TF-80088,Sucursal Centro,Laptop HP,3,"$1,971",Ana M,EFECTIVO
2025-12-16,10:35,TF-43126,Sucursal Este,Teclado Mecánico,1,"$11,590",Juan P,tarjeta
2025-12-23,18:44,TF-27978,Sucursal Este,Mouse Logitech,3,11976,Ana M,Tarjeta
2025-12-23,12:49,TF-44471,Sucursal Norte,Auriculares Sony,3,6913,Maria G,EFECTIVO
2025-12-14,12:00,TF-11671,Sucursal Centro,Mouse Logitech,3,11161,Juan P,Efectivo
2026-01-01,13:41,TF-40298,Sucursal Este,Webcam HD,2,7806,Carlos L,tarjeta
2025-12-29,19:20,TF-65836,Sucursal Centro,Mouse Logitech,1,358,Carlos L,EFECTIVO
2025-12-23,13:56,TF-22183,Sucursal Sur,Auriculares Sony,1,2065,Ana M,EFECTIVO
2025-12-29,15:41,TF-31860,Sucursal Centro,Teclado Mecánico,3,12101,Ana M,EFECTIVO
2025-12-29,18:43,TF-10087,Sucursal Norte,Tablet Samsung,2,10216,Maria G,EFECTIVO
2026-01-02,16:07,TF-63907,Sucursal Este,Laptop HP,1,"$4,486",,Tarjeta
2025-12-25,14:33,TF-78564,Sucursal Centro,Tablet Samsung,3,12105,Ana M,Tarjeta
2025-12-30,17:57,TF-90335,Sucursal Centro,Laptop HP,3,2771,Maria G,Efectivo
2025-12-28,16:20,TF-41574,Sucursal Sur,Webcam HD,1,8505,Maria G,Efectivo
2025-12-18,16:51,TF-85108,Sucursal Este,Mouse Logitech,2,7524,Juan P,Efectivo
2025-12-16,15:02,TF-83024,Sucursal Centro,Mouse Logitech,3,10342,Ana M,tarjeta
2025-12-15,09:52,TF-39218,Sucursal Este,Auriculares Sony,3,12773,Ana M,Efectivo
2025-12-07,19:14,TF-10287,Sucursal Sur,Auriculares Sony,3,13305,Juan P,Tarjeta
2025-12-19,11:52,TF-63636,Sucursal Centro,Webcam HD,3,3409,Ana M,Tarjeta
2025-12-26,14:06,TF-64325,Sucursal Centro,Mouse Logitech,2,7693,Ana M,Efectivo
2025-12-20,20:03,TF-82512,Sucursal Este,Disco Duro 1TB,3,12997,Maria G,Efectivo
2025-12-16,19:38,TF-89450,Sucursal Sur,Tablet Samsung,2,10177,Carlos L,tarjeta
2025-12-18,11:08,TF-64099,Sucursal Sur,Auriculares Sony,3,12272,,tarjeta
2025-12-25,14:58,TF-98129,Sucursal Norte,Teclado Mecánico,3,9088,Carlos L,EFECTIVO
2025-12-22,18:42,TF-64719,Sucursal Sur,Tablet Samsung,1,8764,Juan P,Tarjeta
2025-12-12,11:18,TF-99573,Sucursal Sur,Teclado Mecánico,1,11514,Carlos L,EFECTIVO
2025-12-07,18:55,TF-98542,Sucursal Norte,Tablet Samsung,1,8570,Juan P,EFECTIVO
2025-12-16,15:50,TF-99803,Sucursal Sur,Laptop HP,1,12384,Ana M,Tarjeta
2026-01-02,19:45,TF-94886,Sucursal Sur,"Monitor LG 24""",3,3370,Maria G,Tarjeta
2025-12-27,17:07,TF-59440,Sucursal Centro,Tablet Samsung,2,9319,Juan P,tarjeta
2025-12-18,20:59,TF-30290,Sucursal Centro,Teclado Mecánico,2,9979,Carlos L,EFECTIVO
2025-12-29,18:35,TF-56934,Sucursal Centro,Auriculares Sony,3,3803,Maria G,EFECTIVO
2025-12-21,17:25,TF-22051,Sucursal Sur,"Monitor LG 24""",1,11068,,EFECTIVO
2025-12-21,19:00,TF-25036,Sucursal Sur,Disco Duro 1TB,1,10722,Carlos L,EFECTIVO
2026-01-02,10:24,TF-43631,Sucursal Sur,Laptop HP,3,13669,Ana M,Efectivo
2025-12-13,19:12,TF-51984,Sucursal Centro,Mouse Logitech,1,"$12,870",Maria G,EFECTIVO
2025-12-30,10:13,TF-80484,Sucursal Este,Mouse Logitech,3,11440,Juan P,Efectivo
2025-12-05,11:50,TF-43018,Sucursal Centro,"Monitor LG 24""",2,6878,Juan P,EFECTIVO
2025-12-25,10:34,TF-10773,Sucursal Centro,Laptop HP,3,14097,Carlos L,Efectivo
2025-12-13,16:24,TF-61788,Sucursal Centro,Disco Duro 1TB,1,8940,,tarjeta
24-12-2025,11:19,TF-98773,Sucursal Sur,Laptop HP,3,14532,,EFECTIVO
2025-12-21,17:05,TF-49936,Sucursal Norte,Auriculares Sony,1,6960,Maria G,Tarjeta
2025-12-23,13:12,TF-25023,Sucursal Norte,Laptop HP,3,7757,Carlos L,Efectivo
2025-12-10,20:37,TF-73857,Sucursal Sur,Auriculares Sony,1,11198,Maria G,tarjeta
2025-12-19,16:21,TF-90785,Sucursal Sur,Teclado Mecánico,3,9487,Juan P,tarjeta
2025-12-11,12:45,TF-93995,Sucursal Este,Webcam HD,2,2400,Ana M,tarjeta
2025-12-28,13:31,TF-82308,Sucursal Centro,Teclado Mecánico,3,10138,,Tarjeta
2025-12-12,20:56,TF-92132,Sucursal Centro,Mouse Logitech,1,14119,Ana M,Tarjeta
2026-01-02,09:35,TF-44159,Sucursal Este,Teclado Mecánico,2,6630,Carlos L,Tarjeta
2025-12-18,17:32,TF-21869,Sucursal Este,Auriculares Sony,3,373,,Tarjeta
2025-12-28,17:08,TF-68487,Sucursal Norte,Teclado Mecánico,3,9470,Ana M,tarjeta
2025-12-05,12:48,TF-73916,Sucursal Norte,Mouse Logitech,2,6252,Carlos L,EFECTIVO
2025-12-19,16:56,TF-16086,Sucursal Centro,Auriculares Sony,1,11730,Carlos L,Tarjeta
2025-12-16,19:24,TF-57880,Sucursal Centro,Webcam HD,2,3851,Ana M,EFECTIVO
2026-01-01,18:00,TF-75776,Sucursal Norte,Disco Duro 1TB,1,3968,Maria G,Tarjeta
2025-12-15,18:45,TF-25509,Sucursal Norte,Tablet Samsung,2,12000,,Tarjeta
2025-12-24,15:01,TF-41938,Sucursal Centro,Teclado Mecánico,3,9905,,Tarjeta
2025-12-05,11:16,TF-33597,Sucursal Este,Laptop HP,3,12127,Ana M,EFECTIVO
2025-12-31,16:10,TF-38752,Sucursal Este,Teclado Mecánico,3,13642,Maria G,tarjeta
2026-01-02,16:38,TF-87410,Sucursal Centro,"Monitor LG 24""",2,"$6,515",,EFECTIVO
2025-12-30,11:38,TF-10100,Sucursal Norte,Disco Duro 1TB,3,10027,Juan P,EFECTIVO
2025-12-25,11:57,TF-89098,Sucursal Centro,Tablet Samsung,3,7092,Maria G,EFECTIVO
2025-12-29,15:22,TF-87207,Sucursal Centro,Tablet Samsung,1,4370,Carlos L,EFECTIVO
2025-12-12,12:00,TF-10932,Sucursal Centro,Laptop HP,2,10924,Juan P,Tarjeta
2025-12-17,19:37,TF-43244,Sucursal Sur,Tablet Samsung,3,6190,Maria G,EFECTIVO
2025-12-21,17:30,TF-33425,Sucursal Sur,Disco Duro 1TB,2,5224,Maria G,Efectivo
2025-12-27,12:28,TF-31206,Sucursal Centro,"Monitor LG 24""",3,6762,Juan P,Tarjeta
2025-12-16,19:00,TF-21939,Sucursal Norte,Disco Duro 1TB,3,7333,,Efectivo
2025-12-27,15:59,TF-62513,Sucursal Sur,Laptop HP,1,"$10,690",,tarjeta
2025-12-10,09:50,TF-88579,Sucursal Norte,Teclado Mecánico,3,790,Juan P,tarjeta
2025-12-28,15:22,TF-97773,Sucursal Este,Tablet Samsung,3,3481,Juan P,tarjeta
2025-12-27,17:58,TF-86406,Sucursal Sur,Auriculares Sony,2,3907,,Efectivo
2025-12-12,11:26,TF-76353,Sucursal Centro,Mouse Logitech,3,5021,Carlos L,tarjeta
2025-12-26,16:24,TF-83815,Sucursal Este,"Monitor LG 24""",2,12907,Juan P,EFECTIVO
07-12-2025,13:04,TF-60157,Sucursal Norte,"Monitor LG 24""",2,6957,Carlos L,Tarjeta
2025-12-13,10:25,TF-98302,Sucursal Sur,Mouse Logitech,3,3124,Carlos L,Tarjeta
2025-12-27,19:59,TF-34925,Sucursal Este,"Monitor LG 24""",1,12249,Maria G,tarjeta
2025-12-08,10:07,TF-20287,Sucursal Este,Laptop HP,3,892,,tarjeta
2025-12-19,11:48,TF-76995,Sucursal Sur,Tablet Samsung,1,12490,Ana M,Efectivo
20-12-2025,14:25,TF-99959,Sucursal Norte,Disco Duro 1TB,1,11640,Maria G,EFECTIVO
2025-12-22,10:20,TF-57395,Sucursal Sur,Teclado Mecánico,3,4506,Carlos L,Tarjeta
2025-12-19,15:13,TF-64931,Sucursal Sur,Auriculares Sony,2,4781,Maria G,Efectivo
2025-12-27,13:51,TF-40907,Sucursal Este,Tablet Samsung,1,2589,Juan P,Tarjeta
2025-12-17,16:08,TF-92660,Sucursal Sur,Disco Duro 1TB,2,4311,Maria G,Efectivo
2025-12-10,13:30,TF-92557,Sucursal Centro,Disco Duro 1TB,3,5683,Carlos L,tarjeta
2025-12-04,15:07,TF-56018,Sucursal Norte,Teclado Mecánico,2,6018,Ana M,Efectivo
2025-12-16,18:18,TF-70784,Sucursal Norte,Teclado Mecánico,3,13433,Ana M,Efectivo
2025-12-06,11:21,TF-39912,Sucursal Sur,Auriculares Sony,3,4973,Ana M,tarjeta
2025-12-27,18:33,TF-10093,Sucursal Este,Teclado Mecánico,1,14195,Juan P,Tarjeta
2025-12-09,15:06,TF-10050,Sucursal Centro,Disco Duro 1TB,3,1081,Juan P,tarjeta
2025-12-23,11:05,TF-95830,Sucursal Este,Webcam HD,1,4253,,Tarjeta
2025-12-04,09:42,TF-56771,Sucursal Sur,Disco Duro 1TB,2,14468,,Tarjeta
2025-12-22,18:29,TF-92712,Sucursal Este,Webcam HD,2,8091,Carlos L,EFECTIVO
2025-12-12,11:19,TF-11383,Sucursal Centro,Teclado Mecánico,2,"$4,898",Ana M,tarjeta
2025-12-04,15:51,TF-48393,Sucursal Norte,Laptop HP,3,6321,Maria G,Tarjeta
2025-12-26,20:41,TF-61081,Sucursal Este,"Monitor LG 24""",2,1497,,tarjeta
2025-12-13,19:47,TF-79722,Sucursal Sur,Tablet Samsung,1,14183,Ana M,EFECTIVO
2025-12-12,20:39,TF-10068,Sucursal Norte,Auriculares Sony,1,"$2,692",Carlos L,tarjeta
2025-12-08,20:28,TF-11075,Sucursal Norte,Mouse Logitech,1,441,Ana M,tarjeta
2025-12-18,20:50,TF-14159,Sucursal Sur,Mouse Logitech,1,1118,Maria G,Tarjeta
2026-01-01,13:52,TF-60014,Sucursal Centro,Mouse Logitech,3,4278,Juan P,Tarjeta
2025-12-18,20:49,TF-22315,Sucursal Norte,Disco Duro 1TB,2,11364,Juan P,Efectivo
2025-12-12,16:40,TF-49166,Sucursal Norte,Auriculares Sony,1,14350,Ana M,tarjeta
2025-12-04,11:50,TF-46188,Sucursal Centro,Tablet Samsung,1,346,,Tarjeta
2025-12-15,10:15,TF-30669,Sucursal Este,Mouse Logitech,3,10335,Juan P,Efectivo
2025-12-15,19:09,TF-80300,Sucursal Centro,Teclado Mecánico,2,4012,Carlos L,EFECTIVO
2025-12-27,12:01,TF-10090,Sucursal Sur,Teclado Mecánico,2,14923,Ana M,Tarjeta
2025-12-22,11:34,TF-55569,Sucursal Sur,Disco Duro 1TB,2,14415,Juan P,Tarjeta
2025-12-18,13:52,TF-44517,Sucursal Sur,Disco Duro 1TB,1,12912,Juan P,tarjeta
2025-12-28,18:15,TF-52034,Sucursal Centro,Tablet Samsung,1,8786,Carlos L,tarjeta
2025-12-17,19:20,TF-24478,Sucursal Centro,Mouse Logitech,1,13883,Juan P,EFECTIVO
2025-12-10,10:02,TF-84843,Sucursal Este,Disco Duro 1TB,3,10423,,Efectivo
2025-12-04,12:41,TF-74409,Sucursal Centro,Disco Duro 1TB,3,1194,Carlos L,Efectivo
2025-12-30,18:17,TF-79339,Sucursal Centro,Mouse Logitech,2,1476,Maria G,EFECTIVO
2025-12-10,12:33,TF-96098,Sucursal Norte,Teclado Mecánico,3,12474,,tarjeta
2025-12-25,16:44,TF-97194,Sucursal Este,Mouse Logitech,1,13183,Maria G,EFECTIVO
2026-01-02,14:57,TF-51307,Sucursal Sur,Auriculares Sony,2,12720,Maria G,Tarjeta
2025-12-16,17:59,TF-10004,Sucursal Sur,Disco Duro 1TB,2,6705,,Tarjeta
2026-01-01,13:00,TF-49365,Sucursal Norte,"Monitor LG 24""",2,555,,Tarjeta
2025-12-07,09:29,TF-56616,Sucursal Norte,Teclado Mecánico,2,6214,Carlos L,Efectivo
2025-12-22,15:36,TF-38499,Sucursal Centro,Auriculares Sony,2,3032,Juan P,tarjeta
2025-12-05,20:51,TF-85534,Sucursal Este,Mouse Logitech,1,12830,Juan P,Tarjeta
2025-12-27,19:54,TF-88944,Sucursal Centro,Tablet Samsung,1,5193,Carlos L,Tarjeta
2025-12-08,09:43,TF-61495,Sucursal Este,Mouse Logitech,1,7276,Juan P,EFECTIVO
2025-12-22,20:03,TF-81847,Sucursal Este,Webcam HD,1,6729,Maria G,EFECTIVO
2025-12-21,12:31,TF-61815,Sucursal Norte,"Monitor LG 24""",1,1373,,Efectivo
2025-12-07,19:26,TF-65514,Sucursal Sur,Auriculares Sony,1,5454,Maria G,tarjeta
2025-12-23,16:39,TF-29112,Sucursal Este,Laptop HP,1,3471,Juan P,Efectivo
2025-12-27,09:15,TF-91396,Sucursal Norte,Webcam HD,1,5824,Juan P,tarjeta
2025-12-10,20:34,TF-37770,Sucursal Norte,Webcam HD,3,8113,Juan P,EFECTIVO
2025-12-22,19:33,TF-15699,Sucursal Sur,Teclado Mecánico,1,4853,Ana M,Efectivo
2025-12-06,15:42,TF-45561,Sucursal Sur,Mouse Logitech,1,4992,Ana M,Efectivo
2026-01-01,14:31,TF-88263,Sucursal Centro,Teclado Mecánico,1,8402,Juan P,Tarjeta
2026-01-02,17:19,TF-10087,Sucursal Este,Tablet Samsung,3,2772,Maria G,tarjeta
2025-12-29,09:40,TF-43774,Sucursal Este,Laptop HP,3,4790,Maria G,Efectivo
2025-12-27,15:33,TF-98866,Sucursal Norte,Tablet Samsung,1,9586,Carlos L,EFECTIVO
2025-12-21,11:13,TF-95520,Sucursal Norte,"Monitor LG 24""",1,5262,Ana M,Tarjeta
2025-12-24,18:58,TF-30715,Sucursal Sur,Mouse Logitech,3,8932,Maria G,Efectivo
2025-12-28,14:56,TF-64269,Sucursal Este,Webcam HD,2,12416,Carlos L,Tarjeta
2025-12-28,12:06,TF-27241,Sucursal Norte,Laptop HP,3,10308,Maria G,Tarjeta
2025-12-25,09:22,TF-20417,Sucursal Este,Teclado Mecánico,3,14063,Ana M,EFECTIVO
2025-12-19,11:10,TF-35330,Sucursal Norte,Laptop HP,2,12726,Maria G,Tarjeta
2025-12-28,12:04,TF-33209,Sucursal Este,Disco Duro 1TB,3,5523,Juan P,EFECTIVO
2025-12-27,14:25,TF-90151,Sucursal Centro,Mouse Logitech,2,7685,,EFECTIVO
2025-12-27,09:35,TF-60777,Sucursal Centro,"Monitor LG 24""",2,7401,Ana M,Tarjeta
2025-12-17,13:39,TF-17149,Sucursal Norte,Disco Duro 1TB,3,7600,,Tarjeta
2025-12-16,15:20,TF-69098,Sucursal Centro,Teclado Mecánico,2,9871,Juan P,tarjeta
2025-12-14,20:41,TF-31495,Sucursal Centro,Mouse Logitech,1,11770,Ana M,Tarjeta
2025-12-16,17:24,TF-15754,Sucursal Norte,Auriculares Sony,3,14475,Maria G,Efectivo
2025-12-17,13:19,TF-68491,Sucursal Sur,Teclado Mecánico,1,14921,Carlos L,Efectivo
2025-12-18,16:54,TF-75358,Sucursal Centro,Disco Duro 1TB,1,3753,Juan P,Efectivo
2025-12-11,17:17,TF-91233,Sucursal Norte,Laptop HP,1,2629,Juan P,tarjeta
2025-12-14,10:03,TF-24272,Sucursal Este,Teclado Mecánico,1,11211,,Tarjeta
2025-12-18,20:37,TF-57210,Sucursal Centro,Mouse Logitech,2,5489,Ana M,Efectivo
2025-12-13,16:08,TF-25993,Sucursal Sur,Auriculares Sony,3,6979,Juan P,Efectivo
2025-12-19,20:44,TF-89269,Sucursal Sur,Tablet Samsung,3,14090,Carlos L,Tarjeta
2025-12-23,18:31,TF-78118,Sucursal Este,Disco Duro 1TB,1,14677,Juan P,Efectivo
2025-12-04,16:40,TF-25456,Sucursal Norte,Tablet Samsung,2,945,Juan P,Tarjeta
2025-12-26,13:16,TF-18891,Sucursal Sur,Webcam HD,3,"$9,211",Carlos L,EFECTIVO
2025-12-27,18:39,TF-13816,Sucursal Norte,"Monitor LG 24""",2,13861,Juan P,Tarjeta
2025-12-19,11:40,TF-70374,Sucursal Sur,Disco Duro 1TB,2,12366,Carlos L,Efectivo
2025-12-10,18:43,TF-53479,Sucursal Sur,Mouse Logitech,1,4795,,Tarjeta
2025-12-22,18:24,TF-34560,Sucursal Centro,Webcam HD,3,14254,Ana M,Tarjeta
2025-12-15,16:53,TF-49666,Sucursal Norte,Webcam HD,1,2038,Juan P,EFECTIVO
2025-12-20,09:51,TF-73263,Sucursal Norte,"Monitor LG 24""",2,8121,Maria G,Efectivo
30-12-2025,17:43,TF-27395,Sucursal Norte,Laptop HP,2,6550,Juan P,Efectivo
2025-12-14,16:56,TF-16047,Sucursal Centro,Webcam HD,1,9662,Maria G,Tarjeta
2025-12-13,13:34,TF-51831,Sucursal Este,Mouse Logitech,2,2646,,Efectivo
2025-12-10,17:22,TF-82006,Sucursal Sur,Webcam HD,1,11740,Carlos L,tarjeta
2025-12-21,16:03,TF-27049,Sucursal Centro,Disco Duro 1TB,3,1026,Maria G,EFECTIVO
2025-12-23,14:19,TF-53559,Sucursal Norte,Mouse Logitech,2,9502,Ana M,Efectivo
2025-12-18,13:43,TF-94465,Sucursal Este,Disco Duro 1TB,1,3866,Carlos L,EFECTIVO
2025-12-09,20:58,TF-10060,Sucursal Sur,Auriculares Sony,2,8187,Maria G,tarjeta
2025-12-28,14:38,TF-85324,Sucursal Norte,Mouse Logitech,2,13594,Juan P,tarjeta
2025-12-21,16:25,TF-87402,Sucursal Este,"Monitor LG 24""",3,4192,Carlos L,Tarjeta
2025-12-30,20:37,TF-66511,Sucursal Este,Auriculares Sony,3,11572,,EFECTIVO
2025-12-07,18:38,TF-70674,Sucursal Sur,Mouse Logitech,2,3086,,EFECTIVO
2025-12-14,16:41,TF-96529,Sucursal Centro,Mouse Logitech,1,13586,Juan P,Tarjeta
2025-12-25,11:28,TF-79632,Sucursal Sur,Tablet Samsung,3,9668,Carlos L,tarjeta
2026-01-02,15:45,TF-55123,Sucursal Centro,Laptop HP,3,8562,Carlos L,Efectivo
2025-12-04,20:35,TF-57086,Sucursal Centro,Webcam HD,1,4054,Ana M,EFECTIVO
2025-12-16,15:34,TF-37684,Sucursal Norte,Disco Duro 1TB,1,3283,Ana M,Tarjeta
2025-12-13,19:08,TF-27600,Sucursal Centro,Mouse Logitech,3,457,Maria G,Efectivo
2025-12-08,19:51,TF-64507,Sucursal Este,Tablet Samsung,3,3145,Ana M,tarjeta
2025-12-11,11:27,TF-89242,Sucursal Centro,Disco Duro 1TB,3,4078,,tarjeta
2025-12-05,09:36,TF-73342,Sucursal Sur,Mouse Logitech,3,8089,,tarjeta
2025-12-18,17:05,TF-78597,Sucursal Centro,"Monitor LG 24""",2,10532,,tarjeta
2025-12-23,09:57,TF-55029,Sucursal Centro,Disco Duro 1TB,2,8599,Carlos L,tarjeta
2025-12-13,11:02,TF-88333,Sucursal Sur,Webcam HD,1,10510,Carlos L,Efectivo
2025-12-13,16:05,TF-26622,Sucursal Centro,Webcam HD,2,2371,Juan P,Tarjeta
2026-01-02,18:47,TF-29809,Sucursal Este,Auriculares Sony,1,4480,,Efectivo
2025-12-14,10:09,TF-88059,Sucursal Norte,Disco Duro 1TB,2,12821,Maria G,Tarjeta
2025-12-22,20:53,TF-55229,Sucursal Centro,Webcam HD,1,1060,,Tarjeta
2025-12-16,19:45,TF-61127,Sucursal Este,Webcam HD,1,"$8,890",Ana M,EFECTIVO
2025-12-25,14:33,TF-99505,Sucursal Centro,Mouse Logitech,3,10643,Carlos L,tarjeta
2025-12-12,13:51,TF-22881,Sucursal Sur,Tablet Samsung,2,12867,Maria G,tarjeta
2025-12-25,20:11,TF-51060,Sucursal Centro,Laptop HP,1,395,Carlos L,Tarjeta
2025-12-27,13:16,TF-35307,Sucursal Centro,Laptop HP,3,1706,Maria G,Efectivo
2025-12-26,10:05,TF-89257,Sucursal Norte,Tablet Samsung,3,12715,Juan P,Tarjeta
2025-12-12,13:29,TF-96570,Sucursal Centro,Disco Duro 1TB,2,12805,Carlos L,tarjeta
2025-12-09,10:17,TF-18177,Sucursal Este,Tablet Samsung,2,1184,Juan P,EFECTIVO
2026-01-02,12:39,TF-61463,Sucursal Norte,Disco Duro 1TB,1,2557,Juan P,EFECTIVO
2025-12-26,13:06,TF-14569,Sucursal Centro,Mouse Logitech,3,12120,Maria G,Efectivo
2026-01-02,09:42,TF-61181,Sucursal Sur,Teclado Mecánico,3,5603,Ana M,EFECTIVO
2025-12-17,15:54,TF-19188,Sucursal Norte,Laptop HP,2,11492,Carlos L,tarjeta
2025-12-25,13:25,TF-17234,Sucursal Centro,Auriculares Sony,3,14181,Carlos L,Tarjeta
2025-12-09,17:02,TF-60353,Sucursal Norte,Webcam HD,3,6591,Juan P,EFECTIVO
2025-12-27,12:08,TF-14679,Sucursal Norte,Laptop HP,3,9914,Carlos L,EFECTIVO
2025-12-21,16:01,TF-14855,Sucursal Sur,Laptop HP,2,13106,,EFECTIVO
2025-12-25,17:09,TF-85936,Sucursal Norte,Mouse Logitech,1,12249,,Efectivo
2025-12-11,20:41,TF-27109,Sucursal Centro,Teclado Mecánico,3,1018,,Tarjeta
2025-12-30,18:04,TF-23937,Sucursal Centro,Disco Duro 1TB,3,13293,Carlos L,EFECTIVO
2025-12-14,10:43,TF-10022,Sucursal Norte,Auriculares Sony,1,12721,Maria G,EFECTIVO
2025-12-09,20:23,TF-10012,Sucursal Norte,Disco Duro 1TB,1,9735,Ana M,Tarjeta
2025-12-04,16:05,TF-10832,Sucursal Centro,Teclado Mecánico,1,11779,Ana M,Tarjeta
2025-12-10,11:40,TF-45513,Sucursal Este,Tablet Samsung,1,3059,Ana M,Efectivo
2025-12-24,13:22,TF-64891,Sucursal Centro,"Monitor LG 24""",1,2125,,Tarjeta
2025-12-18,19:42,TF-37277,Sucursal Sur,Laptop HP,1,2046,Ana M,EFECTIVO
2025-12-09,11:42,TF-15651,Sucursal Centro,Auriculares Sony,2,3633,Ana M,Efectivo
2025-12-07,20:03,TF-80432,Sucursal Norte,Teclado Mecánico,1,8147,Ana M,tarjeta
2025-12-17,12:47,TF-98716,Sucursal Sur,"Monitor LG 24""",1,5543,Maria G,EFECTIVO
2026-01-01,12:04,TF-71733,Sucursal Este,Laptop HP,2,2574,Carlos L,Tarjeta
2025-12-18,20:12,TF-92840,Sucursal Sur,Webcam HD,1,5703,Maria G,Efectivo
2025-12-31,16:29,TF-64817,Sucursal Norte,Auriculares Sony,1,14722,,Tarjeta
